smiles,delta_g_kcal_mol,source,role,parent_name,canonical_smiles
O=C(C)NC[NH1+1](C)C=O,-3.0,augment,,,CC(=O)NC[NH+](C)C=O
CC(=O)NN(C=NCC(C)C=CCC(C)C=CF)F,-3.9,augment,,,CC(=O)NN(F)C=NCC(C)C=CCC(C)C=CF
CC(=O)NNC(=O)C=O,-3.16,augment,,,CC(=O)NNC(=O)C=O
O=C(C)/NNCCNCCCCC=1N=CCON=1,-1.71,augment,,,CC(=O)NNCCNCCCCC1=NOCC=N1
CC(=O)Nc1ccc(Cl)cc1,-3.82,anchor,analog,NCT-503,CC(=O)Nc1ccc(Cl)cc1
CC(=O)Nc1ccc(NS(=O)(=O)c2cc(Cl)ccc2Cl)cc1,-4.95,anchor,analog,NCT-503,CC(=O)Nc1ccc(NS(=O)(=O)c2cc(Cl)ccc2Cl)cc1
CC(=O)Nc1ccc(NS(=O)(=O)c2ccc(Cl)c(C(=O)O)c2)cc1,-4.89,anchor,analog,NCT-503,CC(=O)Nc1ccc(NS(=O)(=O)c2ccc(Cl)c(C(=O)O)c2)cc1
CC(=O)Nc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1,-4.6,anchor,parent,NCT-503,CC(=O)Nc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1
CC(=O)Nc1ccc(NS(=O)(=O)c2ccc(F)cc2)cc1,-4.21,anchor,analog,NCT-503,CC(=O)Nc1ccc(NS(=O)(=O)c2ccc(F)cc2)cc1
CC(=O)Nc1ccc(NS(=O)(=O)c2ccccc2)cc1,-4.23,anchor,analog,NCT-503,CC(=O)Nc1ccc(NS(=O)(=O)c2ccccc2)cc1
CC(=O)Nc1ccc(S(=O)(=O)NCC(=O)Nc2ccc(Cl)cc2)cc1,-4.79,anchor,analog,NCT-503,CC(=O)Nc1ccc(S(=O)(=O)NCC(=O)Nc2ccc(Cl)cc2)cc1
CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(Cl)cc2)cc1,-4.95,anchor,analog,NCT-503,CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(Cl)cc2)cc1
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Br)cc2)cc1,-4.71,anchor,analog,NCT-503,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Br)cc2)cc1
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cn2)cc1,-4.68,anchor,analog,NCT-503,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cn2)cc1
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Nc3ccccc3)cc2)cc1,-5.03,anchor,analog,NCT-503,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Nc3ccccc3)cc2)cc1
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,-5.57,anchor,analog,NCT-503,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)c2ccc(Cl)cc2)cc1,-5.14,anchor,analog,NCT-503,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)c2ccc(Cl)cc2)cc1
CC(C#COC(=O)C)OC=O,-2.98,augment,,,CC(=O)OC#CC(C)OC=O
O=C(C)OC(=O)CCC(O)CCC=CCCCl,-2.51,augment,,,CC(=O)OC(=O)CCC(O)CCC=CCCCl
CC(CC=CCC1CCSC=C/C=O)CCC=C1OC(=O)C,-4.44,augment,,,CC(=O)OC1=CCCC(C)CC=CCC1CCSC=CC=O
CC(=O)OCC(=O)CCO,-2.98,augment,,,CC(=O)OCC(=O)CCO
O=C(C)[C@@H1](F)NCC1C2C1COC(C3C)C=CC=C32,-4.41,augment,,,CC(=O)[C@@H](F)NCC1C2COC3C=CC=C(C3C)C12
CC(=O)[C@@H1](N)NC(O)NC=O,-2.22,augment,,,CC(=O)[C@@H](N)NC(O)NC=O
CC(C)(C)C(=O)C=O,-2.84,augment,,,CC(C)(C)C(=O)C=O
CC(C)(C)C(N)CCC(N)CC=O,-2.74,augment,,,CC(C)(C)C(N)CCC(N)CC=O
C1#CCCNCN=C1CC(=O)CCCC(C(C)(C)C=O)=C2NN2N,-2.53,augment,,,CC(C)(C=O)C(CCCC(=O)CC1=NCNCCC#C1)=C1NN1N
CC(C)(CCC=O)C=O,-3.1,augment,,,CC(C)(C=O)CCC=O
CC(C)(C[NH3+1])C=O,-2.36,augment,,,CC(C)(C=O)C[NH3+]
CC(C)(C[O-1])NC=CNC=O,-3.49,augment,,,CC(C)(C[O-])NC=CNC=O
CC(C)(F)C(C(=O)NC1CC=C2C=C2)C(C3)=C31,-4.37,augment,,,CC(C)(F)C1C(=O)NC(CC=C2C=C2)C2=C1C2
CC(N)(C)OCCNC(Cl)C=O,-1.88,augment,,,CC(C)(N)OCCNC(Cl)C=O
N#CO/C=CC=C[NH1]C(C)(C)SCCC=O,-2.93,augment,,,CC(C)(NC=CC=COC#N)SCCC=O
CC(C)(O)OCCNC=NC=CCCSC=NC=O,-2.64,augment,,,CC(C)(O)OCCNC=NC=CCCSC=NC=O
CC(C)([NH1+1])NC=CC1=CC=CC=C1C=O,-3.72,augment,,,CC(C)([NH+])NC=Cc1ccccc1C=O
CC(C)=C(CO)C1CNCCC(C2)C=CC=NC=C=C1N=NC2,-4.13,augment,,,CC(C)=C(CO)C1CNCCC2C=CC=NC=C=C1N=NCC2
CC(C)=C=CC=CC=CC(=O)NC=C[NH1]C=NC=NC=O,-4.13,augment,,,CC(C)=C=CC=CC=CC(=O)NC=CNC=NC=NC=O
CC(C)=CC(C=CC[C@@H1]1C(C)(C)C=CC(NC1)=CCNO)C,-5.37,augment,,,CC(C)=CC(C)C=CC[C@H]1CNC(=CCNO)C=CC1(C)C
CC(C)=CC1C=CC#CCN2CCCCC=C2C=CC=CS1,-5.27,augment,,,CC(C)=CC1C=CC#CCN2CCCCC=C2C=CC=CS1
CC(C)=CC(C1)CC[NH1+1]COC(=O)CC(=N)N1CC=O,-3.95,augment,,,CC(C)=CC1CC[NH+]COC(=O)CC(=N)N(CC=O)C1
CC(C)=NC#CCl,-3.16,augment,,,CC(C)=NC#CCl
CC(C)=NC1=C(F)CC=C1C(C=2)CC=CC=C=2,-4.1,augment,,,CC(C)=NC1=C(F)CC=C1C1C=C=CC=CC1
CC(C)C#N,-2.38,augment,,,CC(C)C#N
CC(C)C(=O)C(=O)/C1=CC2=CCC=CC2NC1(C)[N+1]Cl,-4.37,augment,,,CC(C)C(=O)C(=O)C1=CC2=CCC=CC2NC1(C)[N+]Cl
CC(C)C(=O)C(=O)C=O,-3.06,augment,,,CC(C)C(=O)C(=O)C=O
C[C@H1](C)C(=O)C=CC=O,-3.26,augment,,,CC(C)C(=O)C=CC=O
CC(C)C(C)C=C1C=N1,-3.17,augment,,,CC(C)C(C)C=C1C=N1
CC(C)C(C)CCC=O,-3.36,augment,,,CC(C)C(C)CCC=O
CC(C)C(CN)C(C)(C)CCC=O,-2.24,augment,,,CC(C)C(CN)C(C)(C)CCC=O
CC(C)C(F)N=CC(OCOCCNC=CNO)CC=CC=CO,-2.02,augment,,,CC(C)C(F)N=CC(CC=CC=CO)OCOCCNC=CNO
CC(C)C(O)CC=CC(C)(C)C1N(C2)CC2=N1,-3.74,augment,,,CC(C)C(O)CC=CC(C)(C)C1N=C2CN1C2
CC(C)C1=C=C1CCNC(=O)N[C@@H1]2CON[C@@H1]2CCCCCN3CC3,-3.17,augment,,,CC(C)C1=C=C1CCNC(=O)N[C@@H]1CON[C@@H]1CCCCCN1CC1
CC(C)C=1CCC=C=1,-3.07,augment,,,CC(C)C1=C=CCC1
CC(C)C1C=C=NCC(=O)CC([NH1+1]C2)(CCCC2O)CC=C1,-4.76,augment,,,CC(C)C1C=C=NCC(=O)CC2(CC=C1)CCCC(O)C[NH+]2
CC(C)C1C=CN=C2C=C2CCC1=O,-4.05,augment,,,CC(C)C1C=CN=C2C=C2CCC1=O
CC(C)C1NCSO1,-3.49,augment,,,CC(C)C1NCSO1
CC(C)C1SCC1=O,-3.39,augment,,,CC(C)C1SCC1=O
CC(C)C=C(C=O)CCCO,-3.61,augment,,,CC(C)C=C(C=O)CCCO
O=C(N)C=CSCCN1N(C)NC1=C[C@H1](C)C,-3.52,augment,,,CC(C)C=C1NN(C)N1CCSC=CC(N)=O
CC(C)C=CC1(O)CCNC#CN=C2CC12Cl,-4.2,augment,,,CC(C)C=CC1(O)CCNC#CN=C2CC21Cl
CC(C)C=CC1=CC1C=O,-3.71,augment,,,CC(C)C=CC1=CC1C=O
O=C(CCCC=CC=CC(C)C)CC1=NC1,-3.36,augment,,,CC(C)C=CC=CCCCC(=O)CC1=NC1
CC(C)C=CC=CNSC(=NN)CCCC(C1)NC1C=N,-3.15,augment,,,CC(C)C=CC=CNSC(CCCC1CC(C=N)N1)=NN
O=C(NCCCCCCCF)C=CCC(C)CC=CC(C)C,-2.73,augment,,,CC(C)C=CCC(C)CC=CC(=O)NCCCCCCCF
O=C(C1)N=CCC=NNN(C=NNC=NC=CC(C)C)N=C1,-4.82,augment,,,CC(C)C=CN=CNN=CN1N=CCC(=O)N=CCC=NN1
CC(C)C=NC=C(C=O)CC=CN=NC=CC=CCC1=NC1,-4.03,augment,,,CC(C)C=NC=C(C=O)CC=CN=NC=CC=CCC1=NC1
CC(C)C=NN(C=C1[C@@H1](C)N)CCC(C2CC2O)CC=C1,-3.68,augment,,,CC(C)C=NN1C=C([C@@H](C)N)C=CCC(C2CC2O)CC1
CC(C)C=O,-2.66,augment,,,CC(C)C=O
CC(C)CC#CC=CC=CNCC[NH1+1](O)CNC[C@@H1]=S,-3.18,augment,,,CC(C)CC#CC=CC=CNCC[NH+](O)CNCC=S
CC(C)CC(=O)NC=CC=C=CC=C1C=C1Cl,-4.37,augment,,,CC(C)CC(=O)NC=CC=C=CC=C1C=C1Cl
CC(C)CC1N(C(O)C2=C1C3(C)C2CC3C)F,-4.17,augment,,,CC(C)CC1C2=C(C(O)N1F)C1CC(C)C21C
CC(C)CC(CC1C(C)C2CN1C=O)CC=C2,-4.22,augment,,,CC(C)CC1CC=CC2CN(C=O)C(C1)C2C
CC(C)CC=C=C(NC(=O)NN(C)SNC=O)CC(O)C,-4.22,augment,,,CC(C)CC=C=C(CC(C)O)NC(=O)NN(C)SNC=O
CC(C)CC=C=C=CCC=O,-3.78,augment,,,CC(C)CC=C=C=CCC=O
CC(C)C[C@@H1]=CC(O)C(C=CC=CC=C=CF)=O,-3.35,augment,,,CC(C)CC=CC(O)C(=O)C=CC=CC=C=CF
CC(C)CC=CC(CCC1C)C(=O)CCC=C1,-4.64,augment,,,CC(C)CC=CC1CCC(C)C=CCCC1=O
CC(C)CC=CC=CCCC=NC=CC=CC=CNC=NC1=CS1,-4.25,augment,,,CC(C)CC=CC=CCCC=NC=CC=CC=CNC=NC1=CS1
C[C@H1](C)CC=CCC=O,-3.31,augment,,,CC(C)CC=CCC=O
CC(C)C[C@H1]=NCOC=CC=O,-2.7,augment,,,CC(C)CC=NCOC=CC=O
CC(C)CC[C@H1]=C=CC[NH3+1],-2.81,augment,,,CC(C)CCC=C=CC[NH3+]
CC(C)CCC=CC(=O)C=CC=O,-3.53,augment,,,CC(C)CCC=CC(=O)C=CC=O
CC(C)CCCCCC=C=NC(C=CC1CCOC1)C=O,-3.37,augment,,,CC(C)CCCCCC=C=NC(C=O)C=CC1CCOC1
CC(C)CCCCCNCCC=C1CC2CC1=NN=N2,-4.46,augment,,,CC(C)CCCCCNCCC=C1CC2CC1=NN=N2
CC(C)CCCCNC(=O)C=O,-3.26,augment,,,CC(C)CCCCNC(=O)C=O
C[C@@H1](C)CCCC[NH1+1]CCCC(S)C(C)CC=O,-2.07,augment,,,CC(C)CCCC[NH+]CCCC(S)C(C)CC=O
CC(C)CCCNC=CN1CC=2CSCC=2C(=O)N=CC=C=C1,-4.27,augment,,,CC(C)CCCNC=CN1C=C=CC=NC(=O)C2=C(CSC2)C1
C[C@H1](CCNC=O)C,-2.84,augment,,,CC(C)CCNC=O
CC(C)CCSCCC(C)C[NH1+1](C)C=CC=O,-2.99,augment,,,CC(C)CCSCCC(C)C[NH+](C)C=CC=O
CC(C)CN1CCCOC(C=N1)C,-3.07,augment,,,CC(C)CN1CCCOC(C)C=N1
CC(C)CN=C=O,-3.04,augment,,,CC(C)CN=C=O
CC(C)CN=CC1=CC1(O)CC2CC(CCC3C2)=C3,-4.22,augment,,,CC(C)CN=CC1=CC1(O)CC1CC2=CC(CC2)C1
CC(C)CNC(N)CCNNC(C1)(C)CCNC=C1C2=CCOC2C,-3.6,augment,,,CC(C)CNC(N)CCNNC1(C)CCNC=C(C2=CCOC2C)C1
CC(C)C[NH1]C=CSCBr,-2.93,augment,,,CC(C)CNC=CSCBr
CC(C)CNCCCCC=O,-3.16,augment,,,CC(C)CNCCCCC=O
C[C@@H1](C)COC=CC(S)(C)NC(=O)NC=CC=CC(O)[O-1],-4.52,augment,,,CC(C)COC=CC(C)(S)NC(=O)NC=CC=CC([O-])O
CC(C)COC=O,-2.57,augment,,,CC(C)COC=O
CC(CC(N1)C=C1N)C=CC(C)C(=O)COCC(C)C,-2.67,augment,,,CC(C)COCC(=O)C(C)C=CC(C)CC1C=C(N)N1
CC(C)COCCCC#CCC1NC1,-2.56,augment,,,CC(C)COCCCC#CCC1CN1
CC(C)N=C1CC=CCC1NF,-3.88,augment,,,CC(C)N=C1CC=CCC1NF
O=C(N)C=NC(C)C,-3.32,augment,,,CC(C)N=CC(N)=O
C[C@@H1](C)N=[C@H1]CC(C=O)C(C1)C=CC=C1F,-3.84,augment,,,CC(C)N=CCC(C=O)C1C=CC=C(F)C1
CC(C)N=CC[C@@H1](O)C=CC=NN(C)C=CC1C[NH1]1,-2.86,augment,,,CC(C)N=CC[C@@H](O)C=CC=NN(C)C=CC1CN1
CC(C)[NH1]C(CCCNC(CCCCC=CO1)C1)C,-4.17,augment,,,CC(C)NC(C)CCCNC1CCCCC=COC1
CC(C)NC1=NNNC=C2C(C)(CN2CCS)C1(C)C=O,-3.9,augment,,,CC(C)NC1=NNNC=C2N(CCS)CC2(C)C1(C)C=O
CC(C)NC=CC(N)NC1CCC(C)N1C=O,-4.05,augment,,,CC(C)NC=CC(N)NC1CCC(C)N1C=O
CC(C)NC=CCCNC(=O)C=O,-3.49,augment,,,CC(C)NC=CCCNC(=O)C=O
CC(C)NC=CNC(C#N)CCNC=NC=O,-2.56,augment,,,CC(C)NC=CNC(C#N)CCNC=NC=O
CC(C)NCC=CC(=O)C=CC=CC=CC(Cl)S/C=CC=O,-3.77,augment,,,CC(C)NCC=CC(=O)C=CC=CC=CC(Cl)SC=CC=O
C[C@H1](C)NCCNN1CC=NC=C1C=O,-3.05,augment,,,CC(C)NCCNN1CC=NC=C1C=O
CC(NC[NH1+1]CCC=C([NH1+1])CF)C,-1.62,augment,,,CC(C)NC[NH+]CCC=C([NH+])CF
CC(C)NNCC=O,-2.97,augment,,,CC(C)NNCC=O
CC(C)NNCCC=C=CC=NC=CC=CC=NC=O,-2.88,augment,,,CC(C)NNCCC=C=CC=NC=CC=CC=NC=O
CC(C)N[C@@H1](C)NC=NCCC1[NH1]C1C=NC=O,-2.85,augment,,,CC(C)N[C@@H](C)NC=NCCC1NC1C=NC=O
CC(C)NC1=CC=CC=C1CCN=C=NC=CC=CNCCC=O,-3.59,augment,,,CC(C)Nc1ccccc1CCN=C=NC=CC=CNCCC=O
CC(C)OC1C(C)CCC1C=O,-3.23,augment,,,CC(C)OC1C(C)CCC1C=O
CC(C)OC=CC(N)C=CN=CC=CCC=O,-3.43,augment,,,CC(C)OC=CC(N)C=CN=CC=CCC=O
C[C@H1](C)OC=CC1(C)NCCN1C=O,-3.09,augment,,,CC(C)OC=CC1(C)NCCN1C=O
CC(C)OC=CC=CCCCCC(=O)N1CCCCC1C,-4.19,augment,,,CC(C)OC=CC=CCCCCC(=O)N1CCCCC1C
CC(C)OC=CC=O,-2.75,augment,,,CC(C)OC=CC=O
CC(C)OC=CCC(O)C(=O)C=CCS,-2.73,augment,,,CC(C)OC=CCC(O)C(=O)C=CCS
CC(C)OC=CCC(C(=O)CN=CCNNCC(O1)=N)C1N,-3.45,augment,,,CC(C)OC=CCC1C(=O)CN=CCNNCC(=N)OC1N
CC(C)OC=O,-2.44,augment,,,CC(C)OC=O
CC(C)OCC=O,-2.65,augment,,,CC(C)OCC=O
CC(C)OCCCN(C1=O)C(C)N1C=CC=O,-3.88,augment,,,CC(C)OCCCN1C(=O)N(C=CC=O)C1C
CC(C)[C@H1]1[C@H1](C)C(C)COC2=CN=CC1C2,-3.87,augment,,,CC(C)[C@@H]1C2C=NC=C(C2)OCC(C)[C@H]1C
CC(C)[C@@H1]1CCON1CCCCCCC=CCSN=O,-4.33,augment,,,CC(C)[C@@H]1CCON1CCCCCCC=CCSN=O
C1CCC[C@@H1](C(C)C)CCC=CC2=CN1CCO2,-4.12,augment,,,CC(C)[C@H]1CCC=CC2=CN(CCCC1)CCO2
CC(C)[NH1+1]1CCNCCC2(CCC=C2CC=C1)OCOC=NO,-3.92,augment,,,CC(C)[NH+]1C=CCC2=CCCC2(OCOC=NO)CCNCC1
C[C@@H1](C)[NH1+1]=CF,-2.33,augment,,,CC(C)[NH+]=CF
CC(C)[NH1+1]CF,-2.33,augment,,,CC(C)[NH+]CF
O=C(C1=CC=NC=C1)C=C=CCC(C)C=C2CC2,-3.78,augment,,,CC(C=C1CC1)CC=C=CC(=O)c1ccncc1
CC(CO)C=C1CC=CC1(C2)CC=C=NC2N=O,-4.69,augment,,,CC(C=C1CC=CC12CC=C=NC(N=O)C2)CO
CC(C)OCCC=CC=CC=CC=C(C)C=CC(C)CC=O,-3.98,augment,,,CC(C=CC(C)CC=O)=CC=CC=CC=CCCOC(C)C
C1=CCCC[NH1+1]1S(=O)NCNN=NCNC(C)C=CC(C)SN=N,-2.02,augment,,,CC(C=CC(C)SN=N)NCN=NNCNS(=O)[NH+]1C=CCCC1
CN(C)C(C)C=CC1=CC=NCCCCCC2C3C21C3=N,-4.75,augment,,,CC(C=CC1=CC=NCCCCCC2C3C(=N)C123)N(C)C
C1CC=NSCCCC=C1C=CC=CC(C)N=CCC2CC2=N[NH1],-4.5,augment,,,CC(C=CC=CC1=CCCCSN=CCC1)N=CCC1CC1=N[NH]
CC(O)CC=CC=CCOC(=O)CC=CC=CC(C)=CCl,-3.84,augment,,,CC(C=CC=CCC(=O)OCC=CC=CCC(C)O)=CCl
C1CC[C@@H1](C)CC[C@@H1]1CCCOC(C)C=CC=CCCO,-4.1,augment,,,CC(C=CC=CCCO)OCCC[C@@H]1CCC[C@@H](C)CC1
O=C(CNCCC(C)C=CC=CF)C1CCC=C=C1,-3.69,augment,,,CC(C=CC=CF)CCNCC(=O)C1C=C=CCC1
CC(N)CC=CC(C)=C(Cl)C(C)NC=NNN=NC=N,-2.72,augment,,,CC(C=CCC(C)N)=C(Cl)C(C)NC=NNN=NC=N
C/C(NC=COSC=C=O)C=CCC=CC=CCF,-3.84,augment,,,CC(C=CCC=CC=CCF)NC=COSC=C=O
C[NH1+1](C)CCC=CC(C)CF,-2.53,augment,,,CC(C=CCC[NH+](C)C)CF
CC(CC=CC=O)C=CCNCC=CC(O)F,-3.85,augment,,,CC(C=CCNCC=CC(O)F)CC=CC=O
O=CC=CNCCNCC=CC(C)C=NC=CC=CNC=CC(F)S,-3.18,augment,,,CC(C=CCNCCNC=CC=O)C=NC=CC=CNC=CC(F)S
CC(C)C(N)C(N)CC(O)C=CNNC(C)C=CCOC(=C1)S1,-1.12,augment,,,CC(C=CCOC1=CS1)NNC=CC(O)CC(N)C(N)C(C)C
CC(C)(C)C(C)C=CN=C[O-1],-3.71,augment,,,CC(C=CN=C[O-])C(C)(C)C
CC(C)NC1=CNNCC1CCCC=CCC(C)C=CN=O,-3.12,augment,,,CC(C=CN=O)CC=CCCCC1CNNC=C1NC(C)C
CC(C)C=CNC=CC(C)=CC(=O)CCON=O,-4.32,augment,,,CC(C=CNC=CC(C)C)=CC(=O)CCON=O
O=C(C1)CC#CC=C1CNC=CC(C)=CC=O,-4.07,augment,,,CC(C=CNCC1=CC#CCC(=O)C1)=CC=O
O=CNCCCCCNC=CC(C)CO,-2.46,augment,,,CC(C=CNCCCCCNC=O)CO
CC(C1CC=C2C=C21)N=CC(C)CCC=O,-3.74,augment,,,CC(C=NC(C)C1CC=C2C=C21)CCC=O
C1CNN(C=C(C)C=NF)C=C1N(C)ON,-4.14,augment,,,CC(C=NF)=CN1C=C(N(C)ON)CCN1
C1[C@@H1](PC2C(=O)C=C(O)C(C)C=O)CC2C=N1,-4.38,augment,,,CC(C=O)C(O)=CC(=O)C1P[C@@H]2CN=CC1C2
C1C=NC=C(C(C)C=O)C=N1,-3.98,augment,,,CC(C=O)C1=CN=CCN=C1
C1C=CC=CN=C1C(C)C=O,-4.4,augment,,,CC(C=O)C1=NC=CC=CC1
CC(O1)C(C=CC(C=O)C)=CCCC1=O,-4.3,augment,,,CC(C=O)C=CC1=CCCC(=O)OC1C
O=C([O-1])NC=CC=CC(C)C=O,-4.08,augment,,,CC(C=O)C=CC=CNC(=O)[O-]
CC(C=O)C=CC=NC(C)C=O,-3.18,augment,,,CC(C=O)C=CC=NC(C)C=O
C1=CC=NC2=C1NCSC=C2NC=CC(C)C=O,-4.02,augment,,,CC(C=O)C=CNC1=CSCNc2cccnc21
CC1CCCN1NC=CC(=O)CC(C)C=O,-3.89,augment,,,CC(C=O)CC(=O)C=CNN1CCCC1C
CN(CCNC1CN1)C(C)CC(C)C(=O)CC=O,-2.66,augment,,,CC(CC(C)N(C)CCNC1CN1)C(=O)CC=O
C1NCN(C)CNC(C)C12C3=C(N)C[C@@H1]2C3C(C)CC4=CC4,-4.28,augment,,,CC(CC1=CC1)C1C2=C(N)C[C@H]1C21CNCN(C)CNC1C
C=1CCCCC=1C(C)C(C)CC2NN(Br)CN2C,-4.96,augment,,,CC(CC1NN(Br)CN1C)C(C)C1=CCCCC1
C1C(=O)[C@@H1]1CNC=CCC(C)C2C=C=C=S=C2N=O,-4.37,augment,,,CC(CC=CNC[C@@H]1CC1=O)C1C=C=C=S=C1N=O
CN1C[C@@H1]1CC(=O)NC=C=CCC(C)CC=O,-4.35,augment,,,CC(CC=O)CC=C=CNC(=O)C[C@H]1CN1C
C1C=NC=C=C(CCC(NNC=O)C)C1=O,-3.53,augment,,,CC(CCC1=C=CN=CCC1=O)NNC=O
C1CC=CC1C(CN)C(=O)CC(C)CCC2CCCC2=N,-2.87,augment,,,CC(CCC1CCCC1=N)CC(=O)C(CN)C1C=CCC1
C/[NH1+1](O)C(C)CCCF,-2.9,augment,,,CC(CCCF)[NH+](C)O
C1OC=CC=C1C=CC(C(C)CCCN(C2CC=CC3=C2)C3)OO,-4.18,augment,,,CC(CCCN1CC2=CC1CC=C2)C(C=CC1=CC=COC1)OO
CC(CCCNC1=CC=COCC1)C[C@H1](O)CNN2C=NNCC23CC3C,-3.07,augment,,,CC(CCCNC1=CC=COCC1)C[C@H](O)CNN1C=NNCC12CC2C
CC(CCCS)C(C(=O)CC1=CC=CC=C1CC=O)CCN,-2.08,augment,,,CC(CCCS)C(CCN)C(=O)Cc1ccccc1CC=O
C1NCCC=C=C=C1C=CC=C(O)NC(C)CCF,-3.9,augment,,,CC(CCF)NC(O)=CC=CC1=C=C=CCCNC1
O=CNC(C)CCl,-2.77,augment,,,CC(CCl)NC=O
C1CCC=CC=C1NCC(C)NC2CC[C@H1](CC2C)ON=O,-5.64,augment,,,CC(CNC1=CC=CCCC1)NC1CC[C@@H](ON=O)CC1C
CC(COCCCOCC=O)CC1C=CC=C1CC=CC=O,-3.46,augment,,,CC(COCCCOCC=O)CC1C=CC=C1CC=CC=O
O=C(NC[C@@H1]=CC=CC=CC=CNC(C)CON)OC=CCC1(C)C=CC=COC1,-4.36,augment,,,CC(CON)NC=CC=CC=CC=CCNC(=O)OC=CCC1(C)C=CC=COC1
CC(C)(C)CC(C)C[C@@H1](C)C=CN(C)C=O,-3.54,augment,,,CC(C[C@@H](C)C=CN(C)C=O)CC(C)(C)C
CC(C[NH1+1]CCC1(C)C(=N)N1)NCCCC[C@H1](C)C2C=N2,-1.19,augment,,,CC(C[NH+]CCC1(C)NC1=N)NCCCC[C@H](C)C1C=N1
CC(C[NH2+1]NC=O)N(N)C1=CC=CN(CCCCCC2CC2)CC1,-4.03,augment,,,CC(C[NH2+]NC=O)N(N)C1=CC=CN(CCCCCC2CC2)CC1
O1C(C)/C(N)CCC1C(=O)NNC=CC=C(Cl)C,-3.84,augment,,,CC(Cl)=CC=CNNC(=O)C1CCC(N)C(C)O1
N#CNC=C1C=CC(=O)C=C2C=CC=C2CN=C1C=C(F)C,-4.23,augment,,,CC(F)=CC1=NCC2=CC=CC2=CC(=O)C=CC1=CNC#N
C1C=COC=CC=C1CCC(=O)CCCNC(S)C=CC=C(F)C,-2.8,augment,,,CC(F)=CC=CC(S)NCCCC(=O)CCC1=CC=COC=CC1
O=C(C=CN(CC=O)N)C=CC=CC(C)F,-2.9,augment,,,CC(F)C=CC=CC(=O)C=CN(N)CC=O
C1CC[C@@H1]1CO[C@H1](C)NC(C)F,-2.7,augment,,,CC(F)N[C@@H](C)OCC1CCC1
CC(C)CC(C(=O)N[C@@H1](C)C=CC=C(N)C)=O,-2.82,augment,,,CC(N)=CC=C[C@H](C)NC(=O)C(=O)CC(C)C
CC(N)C(=O)C1=CC(CC2)=C21,-3.76,augment,,,CC(N)C(=O)C1=CC2=C1CC2
CC(N)C=CNC(O)N=CC1=CCCNC=C1CCCOCF,-3.09,augment,,,CC(N)C=CNC(O)N=CC1=CCCNC=C1CCCOCF
CC(N)C=NC=O,-2.96,augment,,,CC(N)C=NC=O
C1CC=C[NH1+1]1C=NC(C(=O)CCCCCOCC=O)C,-2.25,augment,,,CC(N=C[NH+]1C=CCC1)C(=O)CCCCCOCC=O
C=1C=CC=CC=1C(=O)C(C)NC=C2CCC=C[NH1]C2,-4.52,augment,,,CC(NC=C1CCC=CNC1)C(=O)c1ccccc1
O=C([O-1])[C@H1]=CC=CNC(C)[C@@H1](C)NCCC(O1)C1=O,-4.88,augment,,,CC(NC=CC=CC(=O)[O-])[C@@H](C)NCCC1OC1=O
FC=CC=CCN=C=NNC=NC(C(C)N[C@H1](C)N)CCl,-4.08,augment,,,CC(N[C@H](C)N)C(CCl)N=CNN=C=NCC=CC=CF
C1CC=NC=C(CCC2)C1NC=C[C@@H1]2C(O)(C)O,-4.38,augment,,,CC(O)(O)[C@H]1C=CNC2CCC=NC=C2CCC1
CC(O)C1NCC=CCC(=O)CSC2C1C[NH1+1]NNCCCC#C2,-3.89,augment,,,CC(O)C1NCC=CCC(=O)CSC2C#CCCCNN[NH+]CC21
CC(O)C=CCCNN(O)NNCC=CC=O,-3.66,augment,,,CC(O)C=CCCNN(O)NNCC=CC=O
CC(O)C=NC1C#CC=NC=CC=NC(C)C=C=C1,-4.82,augment,,,CC(O)C=NC1C#CC=NC=CC=NC(C)C=C=C1
CC(O)C=NC=CC(C)C=CCC=CC=COCO,-3.6,augment,,,CC(O)C=NC=CC(C)C=CCC=CC=COCO
CC(O)C=NC=CCC=O,-3.11,augment,,,CC(O)C=NC=CCC=O
CC(O)CC(CCC1C2)=C12,-4.16,augment,,,CC(O)CC1=C2CC2CC1
OC(C)CC=O,-2.81,augment,,,CC(O)CC=O
CC(O)CCC1C2=C1NCC=C2C(=O)N3C=CC=CC=CCC3F,-5.47,augment,,,CC(O)CCC1C2=C1C(C(=O)N1C=CC=CC=CCC1F)=CCN2
