idx,smiles,delta_g_kcal_mol,source
2025,CCNC(O)=NOC(OC)CC1=CC=CC=C1CSNCCCCC,-1.47,augment
2026,C1C=C1CC=CCNC=CC=C2C=C(CC=C2)COC,-4.07,augment
2027,CCC=C(CCCOC1(CC2)CCCCCC=CC=CC=CF)C=CC21,-4.4,augment
2028,C1OCCC=C1ONC(OC)(O)C=CC=C2OC2,-3.5,augment
2029,CCC=CC=C(O)C=O,-3.12,augment
2030,O=CCCCC=C(C)CC1=CC=CC=NC1C=CCCOC=C2C=C2C,-4.54,augment
2031,CCC=C(C=CC=CC)CCSCC(=O)CCNC=CCC(O)CC=CN=CN=C,-3.99,augment
2032,CC=NC(SCNC)=CC=O,-2.93,augment
2033,C[NH1+1]CCN=C(C=NNC(=O)C=CC=CCCNC)CC=CCC=CC=CN=CCCCF,-3.16,augment
2034,O=C(NC[C@@H1]=CC=CC=CC=CNC(C)CON)OC=CCC1(C)C=CC=COC1,-4.36,augment
2035,CC=NCOC=C=C=O,-2.94,augment
2036,CC=CC=CCCCCC(CCC1C=N1)N=NCCCC=CC=C=C,-2.9,augment
2037,CC[C@](C=C(CNCCO)CC=NC1)CCCCS1C=O,-4.67,augment
2038,C1C2=NC(C[NH1+1](O)[C@@H1](C)C3CC3OC2)NS1,-4.21,augment
2039,C=CCCC(C)CCC=CC=C=O,-3.77,augment
2040,CCOC(=O)C=NN(CCOCCCNCCN)C=O,-0.14,augment
2041,C1CN1NC(=NNC=C)NC2=CCCC=C2NC=CN[C@H1][C@H1]CCCCC=O,-2.64,augment
2042,CCCC1CC=CNCCC1CCCC(=O)N2C3CC[C@H1]2CC3=C,-4.71,augment
2043,C12C3N(CS[C@@H1]OCC=O)C=C3C=CC1(Cl)C=C2,-3.8,augment
2044,CC1=CC=CCN2[C@@H1](C)CCC21,-3.73,augment
2045,C1OC(=C)C(C=CC2=CCC1(C3)C2CO)C=C3C#C,-4.89,augment
2046,C=CC1C=CCC=C=C1CNONC=O,-4.31,augment
2047,COC=CC=CC=O,-2.89,augment
2048,NC(N)C=CNC=CC=CC1=NNC/C(C2=C/C=C/C=C2)CCOC1(F)F,-4.62,augment
2049,CC=CC=C=C[NH3+1],-2.98,augment
2050,CCOC(=O)[NH1]C=CCCCCN[C@@H1]CNCC1CC(C)O1,-2.96,augment
2051,CC1C[C@@H1]1CCC=CCCCC2=CC(C)CC2C,-3.8,augment
2052,CCOCC[C@H1]CC[C@H1]SCN[C@@H1]C(C1)CCSON1CC[C@@H1]C2=NC2=O,-1.72,augment
2053,C[C@H1](CC)NCCCNC(C)CC1=NC=CC1C=C,-2.41,augment
2054,C[C@@H1](CN)C=O,-2.37,augment
2055,C1C=CN=C=C1COCCCCC,-2.53,augment
2056,CC1C2C=CC=C1C2CCCC3C=C3,-3.41,augment
2057,C[C@H1]C[C@H1](C)C=CC=O,0.0,augment
2058,CCCC=CCNC(O1)C=C2C=C1CC=C2C=CC=O,-4.22,augment
2059,C1CC=CC1(NC(S2)CNN=CCCNOC)N2CC=CC=C,-2.71,augment
2060,C=[C@H1]C=N[C@@H1]N=O,-3.28,augment
2061,CC=NCC,-2.39,augment
2062,CCCC1=CN(C)NCCC#CNCCCNCC=C=C1C,-3.99,augment
2063,CC(C1)C=CNC=NC#C1,-3.61,augment
2064,CO[C@H1](C)C(C)NSC=CC(CC(C)ON[C@H1]C)CC=O,0.0,augment
2065,CCCCCC#CCC1=C=C1OC=2CN=CC=C=2,-3.42,augment
2066,CCN(C\N)SCCC1CCCCN1C=O,-3.6,augment
2067,CCC=CC(C)C#CCC[C@@H1]C(=O)C1CC1[NH3+1],-3.14,augment
2068,CONC[NH1+1]=CC#N,-2.81,augment
2069,CC[C@@H1](CC)CNN(F)C=CC=CC=CCC=CCN=C,-3.41,augment
2070,CC[C@@H1](O1)CC=CCC1(C)COC(CCCCC)CCCCCF,-2.37,augment
2071,COC=CC=C(C=CC=C=NCCCC=CC(=O)C=CC=O)COCOCC,-3.67,augment
2072,CCNC(=O)C(=O)C=CCC#CC=CC#C,-3.05,augment
2073,CCNCCC(SCNCCCCCC(=O)NC)=NNC=SCl,-0.8,augment
2074,C1C(=C)N=C(C=CSC1C(=O)[C@H1]2)CCCC2,-4.29,augment
2075,CC=CCCCNCCNC(=O)NCC1NSCNNN2CNCC=C21,-3.28,augment
2076,C=CC=C([NH1+1])OCCCCC=CN=CC=CC=C[NH1]C([C@@H1])(O)C=C,-3.18,augment
2077,C1CO1,-2.12,augment
2078,O=C(NC[C@H1]CCC=CC=CC1(C)C=CN1)CC=CC=CC=CC=O,-4.84,augment
2079,C1OC2=CC(CCCC3N21)C=CC[C@H1]3CC[C@H1]N4[C@H1]5CCC4=C5,0.0,augment
2080,CCC1=CNC(C)N1C=O,-3.12,augment
2081,C=C(C=C(C)SCCN[C@@H1])[C@@H1]COC1=NN=CC=CC1C,-2.84,augment
2082,CCCC(O)CC=C(C=CC=O)[NH1+1]CCC=O,-2.72,augment
2083,C=1CNSN=C=1,-3.22,augment
2084,COC=C(C[NH1+1]([C@@H1])CC1C=C1CS)CC[C@H1](C)CCC=CC,0.0,augment
2085,CC(C)OC=CC=CCCCCC(=O)N1CCCCC1C,-4.19,augment
2086,CCCC=CC#CN=SSC[C@@H1]CCCC=CC=CC=NNN1CC1=O,-3.34,augment
2087,C1[C@](CNC=CN(C=O)ONC)(C)C=CC(=O)CO1,0.0,augment
2088,C1C(C)([O-1])CON=CC=CCOC=C1O,-3.97,augment
2089,CCCC(NSC(=O)NC1CCC=CC1C)=O,-3.5,augment
2090,CC(O)C[NH1+1](N)C(C1=O)CCC1CC=CC(C2)=CS2CCC,-4.14,augment
2091,CC=C1C=CC=NN1C2=CC=NC2=O,-4.63,augment
2092,COC1=CC=CNN/CC=NC1=O,-3.58,augment
2093,CCC=CC=C(C=CC1CCC(C)C=O)C2=C3CC132,-4.59,augment
2094,CCNC=CC[NH1+1]C(N)CC[NH1+1]1CC=CC=C1,-2.69,augment
2095,C1CC=C[NH1+1]1C=NC(C(=O)CCCCCOCC=O)C,-2.25,augment
2096,COC(C)C=[C@@H1]NC=CC1C=CCC1=N,-3.57,augment
2097,CC(C=O)=C=CSCCC=O,-3.42,augment
2098,C1C=CC=CC#CNC(N)CC1[C@@H1](C2CC=CC)C2,0.0,augment
2099,CC(C)[C@H1](C=C1[C@@H1](NC)CCCC)C1SCN,-2.35,augment
2100,CC1NC1(CCC[NH1+1]C=O)N,-3.27,augment
2101,C[C@H1]1C#CCC(C)C1CCC=C,-3.39,augment
2102,CCOC=CCCC#CC1CCC=C1C2=CC(CCCNC=C2)CC#N,-4.42,augment
2103,CC=CCC(=O)CNC=CC=O,-3.15,augment
2104,O=C(C=NC=CNNC(C)CCNC=C)N=CN=CC1CCC=CC=C1CCOC,-3.43,augment
2105,CCCCC(C)CC(C=O)ONC=NC(C1)CC1(C)CCF,-3.14,augment
2106,CC=CC=CC=NCCCCNNCCNC=NC=CC=CCCO,-2.2,augment
2107,CC(CCC=C)CCC=CC=CN=CC=CCCCC=NCC,-3.92,augment
2108,CC=CC(C)=CCCCC#CNCCNC(C1)=CC=CCC1CCC,-2.88,augment
2109,COC=CC=C1NC/C2NC=CC3=CC=C(SC=C3)C=C2NCC1OC,-4.39,augment
2110,CC1=NC=C1NC(=O)C2=CC(=O)C=C2CC(C3)CS3,-4.5,augment
2111,CCOC=C1N2C(=O)CC=CN(O)C(S)COC2C=C1CCCC=CF,-3.23,augment
2112,CNC=CCC(SC1C)C(F)[C@@H1](CCCC=C(C)C)CC1,-4.25,augment
2113,C=C1NCC2C1C3=C(C)C2CCCC=C3[NH1+1](C)CCC=O,-4.04,augment
2114,CC=CC=CC=CS1CN1CNCC=O,-3.17,augment
2115,C1=C(CC=CCN1)CCl,-3.31,augment
2116,CC(C)[NH1+1]=NCSC=CS1(C)=CC=CNCCCSN1CN=O,-3.92,augment
2117,COC=CC=CC=CS1OCC[C@H1]1OC=O,-3.19,augment
2118,CC=CC=CCNC1(O)N(C)CC1=S2C3=C2CC=C3,-4.08,augment
2119,CCCC=NC1=CCC=C=NC=CCCCCC12NC=CCP2C,-4.36,augment
2120,C1CCCCC=NNC=C1NCCCCN2NNC(C)=CC=CC=C[C@@H1]2CO,-3.82,augment
2121,C1C2(N)C=C[C@@H1](N)C(=O)[C@@H1]CC=CC=C2C1,-4.37,augment
2122,C1CC=CCCCN1C=NCC[C@H1](C2)[NH1+1](O)C=CC2,-4.16,augment
2123,CC(=O)N=CC=CNC(=O)CCNSC=O,-3.55,augment
2124,O=CCCCNC(=C)C(C=CC=N)CCl,-2.53,augment
2125,C=C(C)[C@@H1][C@@H1]CCOC=O,-2.74,augment
2126,CC1[C@@H1]2CCC=C12,-3.09,augment
2127,C=[C@H1]NC=O,-2.74,augment
2128,CCOC=C(C)CC(NN)S(O1)[C@H1]1NC=CC=CC(C)=C,-3.65,augment
2129,CC=C/C(=O)C=O,-2.95,augment
2130,CCOC[C@@H1](C)C=C[C@H1][C@@H1](O)C=O,-2.73,augment
2131,C[C@@H1]CNCCC#C[NH1+1]N1CNC=CC1,-3.1,augment
2132,CCCC=C(CC)NC(C)CN[C@@H1](C)[C@@H1]C=O,-2.32,augment
2133,C[C@@H1]CCOC1[C@@H1]C(=O)C=NC=CC=C/C=CC=C1F,-4.04,augment
2134,C1OC=C1C,-2.68,augment
2135,C=C(NCNCOC=C)COC=O,-1.56,augment
2136,CSC[C@@H1](CC(=O)C1CCS2CC=NOC1)C=C2C=CP,-3.79,augment
2137,C[C@]1(C)[C@@H1](C)NCOC(O)CC1C(=O)COC=C,-3.78,augment
2138,CC(C)[C@@H1]C1=C=N1,-2.82,augment
2139,C12NSCCCCC=C1C3C(=O)C4=CC5=NNC=C4N=C5CCCCC=C=C3C2,-5.49,augment
2140,C12OC=CC=CC=C1C=CC2ON,-4.61,augment
2141,CC=CC=CC1SNCCO[C@@H1](C2)C2NC(=O)C=CC=C3CC3(N)N1,0.0,augment
2142,CCCCCC=CC=COC=CC=O,-2.78,augment
2143,FC=CC=O,-2.28,augment
2144,CC=C(C)N=CC=C1CC1(C)COCC,-3.11,augment
2145,CCCOC(NC(C)CNC(N)NC=O)CC1CS1,-2.17,augment
2146,CCNC=C(C(C1)CC(N)CCCC=CC=C=N1)CCCC=O,-3.64,augment
2147,C=1C=CC=CC=1C(=O)C(C)NC=C2CCC=C[NH1]C2,-4.52,augment
2148,C=C1CCCC2=C1CC(=O)NC=CC=C=C2NCCCCC3CC3=CC,-5.54,augment
2149,C[C@@H1]CCOC(C(=O)CC)C(C)NC=C(C)CNC=CS,-2.35,augment
2150,CC=C[C@@H1](C=NC=CC(=O)C)CC=CCCC(O)NC,-3.57,augment
2151,C[C@@H1]CCC1N=[C@@H1]OC[C@H1]1C2C(=O)C(C)CCC=C2O,-3.73,augment
2152,CCC[C@@H1](C[NH2+1]CCCC1)C1Cl,-3.34,augment
2153,COC=CC(C=O)CNCCC1NSC=NC1=C,-2.45,augment
2154,C=CCSCNC(N1)C=C1NCNC[C@H1]CCC(=O)CC2C=C2,-2.79,augment
2155,CCOC=CC=C=C=C(CC=CO)N[C@H1](C1)NCCCC1CCC2=CS2,-4.57,augment
2156,CCOC(=O)NC(=O)NCCCC(C)CC[C@@H1](C)NC1=CC=CC=C1,-3.52,augment
2157,C1C=CC=CC=CN(CC=NC[C@@H1](O)CC1O)NC#C,-4.01,augment
2158,CC1CCNCNC(C=CC=CC1CCCC(=O)C)[C@@H1]C=C[C@@H1]SC,-4.7,augment
2159,CC[NH2+1]C[C@@H1](C)C=O,-2.86,augment
2160,O=C(CC[C@H1]N)C(C)(O)CC=C1C=CC=NN(OO)C1(O2)CCCCC=C2,-4.62,augment
2161,C=COC=CC=CC#CCC=CC(C)(O)NC=NN(C)CC1=CC1O,-3.4,augment
2162,CCC[C@@H1](C1)C(C(=C)CC)(C)NCCCCCCCN1N,-3.7,augment
2163,CC(=O)N=[C@@H1]C=CNCCC=O,-3.46,augment
2164,O=C(C)C1=C[C@@H1]1[C@@H1]NC[C@H1]CCC=CCC2CON=N2,0.0,augment
2165,CC=CC=C1N=CC=CC=CC(C#N)C=C2C(C)CC=C2COSS1C,-4.91,augment
2166,CC(C)[NH1+1](SC)C=O,-2.87,augment
2167,CCC1CC[NH1+1](O)SCC(C)C2=NC[C@H1]1CC[C@H1]CC=CS2,-5.43,augment
2168,CC1N(C)CCNOCCCC2[C@@H1]C=CCC12O,-3.94,augment
2169,CC(CCC1)C=C1NC(C[C@@H1]NCC2)CC(C)C2,-4.39,augment
2170,CCOC=CC1(CCNC(=O)C=O)CCC1C,-3.16,augment
2171,NC(=O)CCNCCC=CC1=CS(O)(C)CC=C([N+1](=C)C)CC2=C1C=CC#C2,-5.31,augment
2172,COCCC(CCC(=O)NCCC=CN=C1CC1)OCCC=CC[C@H1]C,-2.22,augment
2173,CCCC=NCC=CC(=O)/C(=O)NC=CCC1=CC1=NC=CS=O,-4.62,augment
2174,COC(=O)CC=O,-2.88,augment
2175,O=CC[C@@H1]COC=O,-2.41,augment
2176,C1CCC[C@@H1](C(C)C)CCC=CC2=CN1CCO2,-4.12,augment
2177,C[C@H1]C1NC(C)N(C)CCCC2CC1NCC2C=O,-4.14,augment
2178,CCN=C(OC=CC=CCC(O)C(N)CC[C@@H1]NC)CC=NCC=CC=N,-1.06,augment
2179,C1C=CC=CC(NCCN(N)CCC=CC#N)C2C=C2N=N1,-5.3,augment
2180,CCC1C=CC(CCOC1C(C)C=C(OC)CS)C=O,-3.03,augment
2181,NC[NH2+1]C[C@@H1](C1)CC=CC=CCC=CC=C1N2CCCCC2,-5.3,augment
2182,CCC=[C@H1][C@@H1],-2.17,augment
2183,C[C@@H1](C)CCCCN(C[NH1+1]CCC=CCC1=CC=CCC1)CCC=C=C,-2.71,augment
2184,CCOC=C(C=O)C=CC=C=CCCOC,-3.24,augment
2185,CCC1NC2(C=CC=O)CCC2NC(C)=C1,-4.06,augment
2186,COC(C)OC=O,-2.24,augment
2187,CNC=CC=CC(COC(C)C(=O)[O-1])C=CN,-2.96,augment
2188,NC=NC=CC=C=C(SCC)NN=C(OCCC)CC[NH3+1],-2.59,augment
2189,CCCC1C(C(=O)C=C1CC)C(C)CC,-3.64,augment
2190,CC=CC=CCCCC=O,-3.34,augment
2191,CC1(C)CC(C[C@H1]COC(C)CNC2)CC2(C)NN1,-4.41,augment
2192,C1CCCC(=O)NC1C2[C@@H1]CCC=C2C(=O)[O-1],-4.3,augment
2193,CC=C=CC,-2.37,augment
2194,CC=C(C(=O)C(S)C=O)C=CC=C(Cl)CNCC,-3.49,augment
2195,C#CC=C=NCC(=C[N-1]1)C=NC=CN1C=CC2=CNC(O)C=CC=CC=CC=CO2,-3.72,augment
2196,CC=CC=C(C=CC=O)OCC(C)SC1N(C2=CC=C1CC2=O)C=C,-3.84,augment
2197,CCOC1=CC=C/C=C1/C=C(C(=O)C=C)C=C2N=CS2O,-4.02,augment
2198,C=C(N)[C@@H1][C@H1]C(=O)C=O,-3.01,augment
2199,COC=CC=C[C@H1](NC)C=O,-2.48,augment
2200,C1[C@H1]C=C(C=O)CCCC(C)O1,-4.18,augment
2201,C1COC=CN1C=CC=O,-3.41,augment
2202,CCOC=CN(C=C(F)C(C)=CC=CC1)C(C)CO1,-3.92,augment
2203,O=C1C=CN=C(C=CC=CCC1C[C@H1]C(=O)[C@H1])CC[C@@H1]CN=NOC,-5.13,augment
2204,C[NH1+1](C)[C@H1]CSCNC(CCCCN=CC=CC=C)C=C(F)CCC,-1.51,augment
2205,O=C(C[C@@H1](N)C1CCC2N1CCl)C=C[C@H1]2CC#CCCC=CC,0.0,augment
2206,CCCC1C=CC=C/C=C1NC=CC=CC=CCCBr,-4.11,augment
2207,CC1=CN=C(O)C1CCC=C[C@@H1](CC)CC=O,-3.43,augment
2208,C1C(=C)C=CC1=CN=O,-4.52,augment
2209,CC(C)[NH1+1]CF,-2.33,augment
2210,CCNCC=CCNS=NCNC(=O)CC1CCC(C)(CC=C1)C=CCC,-4.26,augment
2211,C1CCCC=C1CCCC,-3.2,augment
2212,C=C(NCSNC=NC=O)C=CC=CC=CSCCF,-3.33,augment
2213,O=C(CC)C=CN1CCCCSCC=NN1CC=CCF,-3.64,augment
2214,COC=CC(/C=C/C=CC=CN=N/C1CC2Cl)C2S1,-4.51,augment
2215,C12CNC=C(C=NC=O)CC=C1C#C2,-4.9,augment
2216,[NH3+1][C@H1]C=CNC=CCC(OC)=CCOC=CC=CCSNCCC=O,-2.44,augment
2217,CC=CC1=CNN2C(C3[C@H1]C=C2C=C3C=O)CCCCC1C,-4.98,augment
2218,CCCCCCNSPCCCC1CN(C=O)C1CSCl,-3.3,augment
2219,CNC=CC(N(O1)N2CCCC=[C@H1]NC(C)C1=CC3=C2)C3=O,-4.52,augment
2220,CNC(=O)CCCC(N)C1CCC=CC=C1C,-3.63,augment
2221,O=C(CCC=CNN=CC1=CNCNC2=O)C=C(C)C2C1C[O-1],-4.79,augment
2222,NC(O1)C=C=C=CC=C=NCC=COCS1,-4.75,augment
2223,COCCC1(C=O)CC(C1(C)C(=O)C)CC2=CC2=NC(=O)[O-1],-4.09,augment
2224,CCC=CCCC=C(C=C(C)CC)CC(CC1C)=C1ON,-4.51,augment
2225,CC=NC[C@H1](O)C(C)C=CC=C(C)CCNCCNOCCNC,0.0,augment
2226,CNC=C1C=C(O)C=C1CC(=O)NNNCCCC(C)CC=CC,-3.82,augment
2227,O=C(O)C=C=CC=C1S(C)(C)C2CC2C=CCCCC1,-4.95,augment
2228,COC=CC=O,-2.4,augment
2229,CC=CC=CCCC=CC(=O)CCC(C)OC(=O)C,-3.02,augment
2230,O=CCCC(CC=CC=C([C@@H1]CCCCN)C=NC=CC)=CC=NC=C1C=N1,-4.41,augment
2231,C=C1OCCC=C1,-2.92,augment
2232,C[C@H1]CCCNC1C=CC(N)C=C2C=C2NC=C1C[C@@H1]CC[C@H1](C)CC,-3.51,augment
2233,CC=C1N(C)CCCCOOCC1C,-3.8,augment
2234,CNC(CSCC=CC1=CCC(C)C)C1CF,-3.95,augment
2235,C#CC(=C)C=C1CNN(O)CNC(=O)NC=CC=C1F,-4.19,augment
2236,CC(=O)NN(C=NCC(C)C=CCC(C)C=CF)F,-3.9,augment
2237,C[C@@H1](C[C@H1]CCNCC=C1C=C)C=CC1CCCC,0.0,augment
2238,C1CCCCO1,-2.69,augment
2239,CCC(CC[NH1+1]C)=CNCCOCCOC1=CC=NC=C1N,-0.64,augment
2240,CCNC(CCCC1OCC=C)(C)N(CC=NC=O)S1,-3.6,augment
2241,CC=CC=CCOCC(C)[C@H1]1[NH1+1](C)CCNNC=CC=C1CCC2C=CC2,0.0,augment
2242,CCCCC=CCOC=C,-2.35,augment
2243,COC=CC=CCN(N1[C@H1]C)NCNC=CCCCCC=NN=CC=NC=CC1,-3.82,augment
2244,C#CCOC1=CC#CNN1C=O,-3.27,augment
2245,C#CC,-1.67,augment
2246,CCCCCN(CCNC)CCC1C[C@H1]C(=N)C=CNC1C,-3.42,augment
2247,CCCC1=CCCC=C2C=CC(CCC2)CC=C1C,-4.3,augment
2248,CCNC=C(C)C(NC(=O)CCNC[C@H1]NCCC=1CC=CC=C=1)C,-2.8,augment
2249,O=CC[NH1+1]CF,-2.3,augment
2250,CCNC(=O)CCCSC=CC=NC=CC=CC=CCBr,-3.59,augment
2251,C=CCCC1N[C@H1]CCSCC[C@H1]NC2=CC=CC=C2CC1,-4.95,augment
2252,CC=CC=C(C)CN=CN(C)NC(=O)C=O,-4.1,augment
2253,CC(C)C(=C)NOC=CC=CC(C)N(C)C=O,-3.24,augment
2254,CCCNC=NC=C(OC)C[C@@H1](NNC[NH1+1]1C2C[C@@H1])CCC[C@H1]2OC[C@@H1]1C=CC=CCC=C,0.0,augment
2255,CC=CC=CC(=O)[C@@H1][C@@H1](C)CCOC=O,-3.1,augment
2256,O=CN=C=C=C/C=CC(=O)C#CC=NC=CC=CC=C(F)C=O,-4.2,augment
2257,CN/C(=C)C(C)N(F)C=O,-3.01,augment
2258,CNC(=O)[C@@H1]C(S)CCCOC(=O)O,-2.84,augment
2259,CCC(C)(OCN=CCOC=CCCBr)C=C,-2.79,augment
2260,CS(=O)[C@@H1]CF,-2.58,augment
2261,CCC[C@@H1]C1CCCNC1CF,-2.92,augment
2262,COC=CC=C(C=CS1C(=N)C=CC1=C)C=O,-3.94,augment
2263,C[C@H1]C=NC=C(CC[NH1]C(=O)C=CNC[C@H1](O)C=CC=CC)C=CC=CF,0.0,augment
2264,CCCCCCC=[C@H1]CC=CC=O,-3.11,augment
2265,CC(C)(C)C(N)CCC(N)CC=O,-2.74,augment
2266,CC1OC(=O)NN1CCOC=O,-3.23,augment
2267,C[C@H1]1C=C2C3=C1C4CN[C@@H1]3CCCC4CC=C2F,0.0,augment
2268,CC1NCCCN1CC2CN(C)CC=C(C(=O)CNC=CCC3C2)C3,-4.82,augment
2269,C1C(C)CSCC([C@H1])C(=C)CCONN=C1,-4.22,augment
2270,CC=CC(=O)C=CNCC=CCNC1SNCN1CC=CS=C,-3.69,augment
2271,COCCNC[C@H1](O)CCC(CC)NC(C)CCC(O)CC=O,0.0,augment
2272,C[C@H1]C=C[C@@H1]CSC=O,-3.05,augment
2273,C12C=CC=CC(C)CCC3=CC13CCC2=O,-5.12,augment
2274,CNC=CCCCC=CC=COC(CCNC=C)C=CC=CCl,-3.27,augment
2275,C1[C@@H1]([O-1])C[C@H1](OC)CC=CC=C1Cl,0.0,augment
2276,CC1=C=CC=C(C)C(F)C=NCNCOC(C)=CN1,-3.96,augment
2277,CCC=C[C@@H1]SCCC(=O)[C@@H1]1CC1=O,-3.66,augment
2278,CC1OCCC=C1CC[NH1+1]C=O,-3.27,augment
2279,CC=NC=C(C=C)[C@H1](C(O)C=CC=O)C=CC=C,0.0,augment
2280,OC(C1)C[C@@H1]1CCNC(Cl)CC=NN=CC=CCC,-2.93,augment
2281,CCN(CCCNCCC1C=NNC1C[C@H1])CCCCC=CC#C,-2.03,augment
2282,CNC(=O)CCSC(C)C(=O)CCC[C@H1]C=CCC,-2.41,augment
2283,CCCC(C=CC=COCCC=CC=C1CC2=CC=C1)COO2,-4.88,augment
2284,C12CCC=CC(NN=C1CNS([NH1+1]3)CCCC=C3C)=N2,-4.9,augment
2285,C1CCC(N[C@@H1](O)[C@@H1]CC=CC=C=C12)OC2,-4.08,augment
2286,CC=1CC(C)=C=1,-2.65,augment
2287,CC(C)C1C=CC=C1C(C)N=C[C@@H1]CCOC=CC#CC,-2.92,augment
2288,CCC=C(C)S1(C=O)=CC=C(CNN(C)CC(=C)N)C1,-3.24,augment
2289,CC(C)C(=O)C(C)(CC)[C@@H1]C=NC=C,-2.82,augment
2290,CC=CC=CN=CCCC=C1N(C(=O)CCC2=CCC1)S2C3=CC=CC3C,-5.25,augment
2291,CC1NC=CC=CNNC(=C)NC12CC(=O)NN2C[C@H1]CCCCC=CC=C,-3.2,augment
2292,CCC[C@H1]([C@@H1](C)OC([C@@H1])C[NH1+1])CCC(=N)N(C)CCC,0.0,augment
2293,CCCCCNC([NH1+1])CSCC[C@@H1](C(=O)N)CCOC=CC=CC#C,-2.28,augment
2294,CCCCC[NH1+1]CC(SCC[C@H1])(C)C[C@H1]=CC=CC=CC=C(F)C,-2.97,augment
2295,CCC=CN(CCC=C)CCC=CNC=C(C=C)O,-2.55,augment
2296,COCCC(NC=CCC=NC=CCF)C1CC1=O,-2.74,augment
2297,CNCS#CCC=NC=CC1=CSCCC=C1C=CC2=CC2,-4.34,augment
2298,CCCC=CNCC=CC(S)=C=O,-3.53,augment
2299,CC(NCCOC=CC(C)C=CC=NCNNCC)C=C,-2.96,augment
2300,O=C(C1CN=CC(C2)CS2C)OC[C@H1]1CCCCC=C,-3.49,augment
2301,CC=CSC(C=O)NCCC=O,-2.98,augment
2302,CC(C)(C)CC(C)C[C@@H1](C)C=CN(C)C=O,-3.54,augment
2303,CCOC=O,-2.11,augment
2304,C[C@](OC=CC=C(C=CC)C[C@H1])(C1)[C@H1]CCCC1=C,-3.89,augment
2305,CNC(=O)/C=CC=C(C1=CC2C3C=CN2CCC)C3C4C=C1SC(=O)C4OC,-5.29,augment
2306,CC=NC=CNCC1CN(C)NN1C=O,-3.83,augment
2307,CCC(C)CCl,-2.26,augment
2308,CC=CC1=CC=CNC1C2CNC=CCSC(=NN(OC)C=C2C)CC=C,-4.15,augment
2309,CCC=CC=C=NONCOC[C@@H1]C1OC(C)=CC=C1F,-3.61,augment
2310,C=CC=CNCCCCN=C1C=CC=CCCS2C=C2NC1CCC,-4.14,augment
2311,CCCCC(CC)C[C@H1](CSCOC)C([N+1]=CCC1[O-1])C1Cl,-3.49,augment
2312,C=C(CC=C(CO)NC=O)N([C@H1])CCNC=CCCCCCOC#C,-1.36,augment
2313,CCC(C1C=C1)NC[NH3+1],-2.83,augment
2314,CC(=O)NCCSCC(=O)CC=CNCC=O,-3.32,augment
2315,CCC=CC(C=NC1=CC)=CC=CSCCCCC1=NC=CC=C,-4.75,augment
2316,CNC(C)CCC=CC=CC=CC=CS(C)=CC=O,-3.84,augment
2317,CC=CCC(C1OC=C)N1CC(=CN[C@@H1](C)C=O)N,-2.48,augment
2318,COC=C1CCCC=C1NC([NH1+1]CCN[C@H1]CC2CCC=O)C2OC3=CS3N,-3.19,augment
2319,C[C@@H1]CC(CN[C@@H1]C[C@H1]NCOC1=CCCC(C)C12)C23C=C3,-4.46,augment
2320,CC(CCCS)C[NH1+1](C)[NH2+1]CCCNN=CC(C)C(F)CCCC=CCC,-1.32,augment
2321,OC(C1)(C=CC=C2NC3C=CCCSC=C1C2C3[N+1]=CCCC)C,-4.63,augment
2322,CC(NCCCCC)=O,-2.88,augment
2323,CCCCC(O)C=NC1=C=C1C(=C)COCC=NC=O,-3.53,augment
2324,CC=C1C=CC=[C@@H1]CC#C1,-3.67,augment
2325,O=S(N)NC(=C)C(C)CC1=CC1C=O,-2.93,augment
2326,COC=CC=CCC(CNC(C)C(C1)O)N=CO1,-3.29,augment
2327,CCOC=CC=C1C(C)CC=C1COC=C(CCCOO)C=O,-3.53,augment
2328,C=12CN=C2C(=C)/C(F)CCC=1,-3.54,augment
2329,CCC=C(C)CC(C(C=O)O)NCC1SC1O,-2.42,augment
2330,CCOCOCC=CCCNC(=C1)N1C#CF,-2.62,augment
2331,CC=CSCCN=CNC=CC([C@H1])C(=O)NNNCCCOC=CC(=C)S=NC,-3.1,augment
2332,CN(CC1OC)OC2[NH2+1]C3=C(C)CC(=C)C=C1C=CC3=N2,-4.41,augment
2333,CC=CC=CNC=CNC=CSCNC(=O)CCCNC=CCCN=C=C=C[NH1]C=O,-2.77,augment
2334,COC=CC=O,-2.4,augment
2335,CC1CCCN1NC=CC(=O)CC(C)C=O,-3.89,augment
2336,CC[C@@H1]CCNC#CNC(=C)CCC(=O)NC=NCCC=O,-2.59,augment
2337,C1COC=NN=CC=C2N(SCCC=CC(C)SC=N2)C=CN1O,-5.09,augment
2338,CNC#COC(=O)CC(CCCO)C=NC(C)=CC=CC(=O)NN,-3.38,augment
2339,CC=CC=C(C[C@H1])CCNCCCCCC[C@H1](CCCCCC)CCCCCOC=C,-1.82,augment
2340,CN(COC=CC=CC=CC=O)C,-3.31,augment
2341,COC=CC=O,-2.4,augment
2342,N#CC=CCC(O)CCOCCN(C=CN=CN)CCl,-2.39,augment
2343,CCC[C@@H1](CCC=C([NH1+1])SC)C(=O)NC1=CC=CC2=C1C2(C)C,-3.86,augment
2344,CCC1CC2NC=CC21N[C@H1][C@@H1]CCC(C=CC(=O)N=CN=C=CCC)C,-2.62,augment
2345,CCCCC1=CC#CC=C1C2[C@H1]=CC=C3C=C2N=C=C3,-4.42,augment
